Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetected;HighConfidence;HandPosition_x;HandPosition_y;HandPosition_z;HandRotation_x;HandRotation_y;HandRotation_z;HandVelocity_x;HandVelocity_y;HandVelocity_z;WristTwist;IsPinchGrabbing;IsPalmGrabbing;IsAutogripGrabbing;StrengthThumbIndex;StrengthThumbMiddle;StrengthThumbRing;StrengthThumbPinky;StrengthPalmIndex;StrengthPalmMiddle;StrengthPalmRing;StrengthPalmPinky;NumRepeticion
5830;55,50108;-0,0663;1,0965;0,0531;39,871;328,5795;349,4966;True;True;-0,1084;0,6974;0,3089;347,5771;16,7713;356,5612;-0,1348;-0,698;0,1693;-153,8763;True;False;False;1,0;0,8537;0,6675;0,481;0,0;0,0;0,0;0,0;34
5835;55,58108;-0,0658;1,0977;0,0552;39,3747;327,4759;348,3253;True;True;-0,1177;0,7203;0,2976;333,5311;21,8804;11,4662;-0,0702;-0,0697;0,0404;-169,4489;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34
5840;55,64108;-0,0632;1,0983;0,0583;39,2177;329,1419;348,796;True;True;-0,1254;0,7163;0,3024;338,9664;27,1177;16,1356;0,0078;-0,0138;0,031;-172,5069;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34
5845;55,72108;-0,0616;1,0981;0,0594;39,6467;332,5442;350,4813;True;True;-0,1233;0,7208;0,3043;340,1589;26,478;12,2413;0,01;0,0243;0,0111;-172,1186;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34
5855;55,86109;-0,0585;1,0956;0,0591;41,1489;345,3079;0,2443;True;True;-0,0342;0,8286;0,247;336,2989;29,7679;0,4317;1,3997;2,6543;-1,6168;-167,3947;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34
5865;56,00109;-0,0445;1,0956;0,0582;39,0018;5,8092;13,5798;True;True;0,0785;0,8225;0,2476;339,5223;43,8796;344,7315;1,1717;-0,9874;0,5072;-169,6015;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34
5875;56,14109;-0,0406;1,101;0,0496;37,3445;8,6;14,4952;True;True;0,1718;0,7281;0,3141;344,3831;49,7372;343,7545;0,1614;-0,4308;0,1575;-156,0591;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34
5885;56,2811;-0,0441;1,1076;0,046;35,5962;6,5946;13,9641;True;True;0,1743;0,7315;0,3176;346,1556;60,3431;10,1549;-0,119;0,1137;-0,0241;-170,4740;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34
5895;56,4211;-0,05;1,1088;0,0492;35,2744;2,4489;12,5467;True;True;0,167;0,7173;0,3355;0,9437;55,7325;356,7443;-0,0505;0,2842;-0,0186;-166,1086;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34
5905;56,5611;-0,048;1,1016;0,0537;38,6088;357,6157;9,101;True;True;0,1072;0,8089;0,3022;354,6074;40,1447;328,2615;-0,4336;0,0243;0,0539;-148,5735;True;False;False;1,0;1,0;0,8666;0,6099;0,0;0,0;0,0;0,0;34
5915;56,70111;-0,053;1,0955;0,0499;40,9982;344,8701;359,988;True;True;-0,0103;0,8178;0,2724;357,4673;16,364;333,3039;-0,6681;-0,2191;-0,2421;-151,2893;True;False;False;1,0;1,0;0,8476;0,5736;0,0;0,0;0,0;0,0;35
5925;56,84111;-0,0633;1,0958;0,048;40,8878;332,4309;351,6039;True;True;-0,0974;0,7392;0,2762;356,8925;2,5513;345,2411;-0,3772;-0,362;0,0054;-151,7606;True;False;False;1,0;1,0;0,8483;0,5558;0,0;0,0;0,0;0,0;35
5930;56,90111;-0,0678;1,0974;0,0498;40,3475;328,9358;349,4312;True;True;-0,1116;0,7;0,2838;353,9393;7,7189;359,8334;-0,328;-1,2553;0,5639;-158,1122;True;False;False;1,0;1,0;1,0;0,7872;0,0;0,0;0,0;0,0;35
5935;56,98111;-0,0702;1,0982;0,0528;40,2539;327,8428;348,6878;True;True;-0,113;0,6983;0,2855;338,2599;16,3552;15,0133;-0,0502;-0,1124;-0,0371;-177,2688;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35
5940;57,04111;-0,0701;1,0987;0,0553;40,4394;329,0081;349,2894;True;True;-0,1156;0,7033;0,2917;333,771;14,7386;12,5599;0,1082;0,728;0,0639;-174,2846;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35
5945;57,12112;-0,0689;1,0985;0,0564;40,6415;332,0006;350,7446;True;True;-0,1086;0,7224;0,2922;337,5999;14,3235;9,2289;0,2629;0,1145;-0,0286;-173,8492;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35
5950;57,20112;-0,0688;1,0975;0,0548;41,4528;336,802;354,3095;True;True;-0,0803;0,7466;0,2856;337,98;17,3109;-0,0052;0,5708;0,6596;-0,1967;-169,3038;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35
5955;57,26112;-0,0671;1,0958;0,052;42,1876;344,3642;0,1656;True;True;-0,0158;0,8214;0,2551;344,9485;22,3957;355,5639;1,3125;1,4666;-0,6563;-167,1315;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35
5960;57,34112;-0,0574;1,0932;0,0522;42,0224;357,5126;8,5115;True;True;0,0594;0,8535;0,2475;349,3185;25,4819;353,6815;0,6783;0,0921;0,0558;-172,9713;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35
5965;57,40112;-0,0456;1,0908;0,0504;41,2634;11,4476;17,2292;True;True;0,1381;0,8241;0,25;347,9772;28,2424;345,4527;1,5854;-0,3113;-0,6901;-162,5558;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35
5970;57,48112;-0,0407;1,0909;0,0484;40,3566;15,8873;19,4223;True;True;0,202;0,7569;0,2683;350,6249;33,4216;351,2891;0,4583;-0,7769;0,0772;-154,9193;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35
5980;57,62113;-0,0397;1,094;0,0464;39,6181;15,145;18,9178;True;True;0,2003;0,7288;0,2465;349,7766;37,3014;9,2067;-0,346;-0,002;0,0225;-157,3447;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35
5990;57,76113;-0,0473;1,0944;0,0511;40,0093;9,1383;16,2476;True;True;0,1692;0,742;0,2635;358,2177;36,2096;2,3565;-0,1197;0,095;0,2634;-159,7777;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35
6000;57,90113;-0,0564;1,0928;0,0607;40,0068;359,2875;10,1371;True;True;0,1003;0,8235;0,2766;358,0394;25,1127;341,6126;-0,3613;0,4723;0,0128;-146,4627;True;False;False;1,0;1,0;1,0;0,9683;0,0;0,0;0,0;0,0;35
6010;58,04114;-0,0666;1,0898;0,0647;40,5092;341,3505;356,5712;True;True;0,003;0,841;0,2783;355,2267;18,3572;334,3768;-0,5036;-0,0335;-0,0184;-150,3036;True;False;False;1,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;36
6015;58,10114;-0,0729;1,0891;0,0639;40,069;331,5085;349,1859;True;True;-0,0678;0,8054;0,2953;357,7802;13,8873;333,3651;-1,2732;-0,531;0,4694;-152,7731;True;False;False;1,0;1,0;1,0;0,8222;0,0;0,0;0,0;0,0;36
6020;58,18114;-0,0801;1,0879;0,0615;40,1411;323,0285;343,4243;True;True;-0,1097;0,7437;0,3085;356,5538;10,3524;337,8098;-0,4216;-0,5919;0,1403;-152,6897;True;False;False;1,0;1,0;0,9718;0,7465;0,0;0,0;0,0;0,0;36
6025;58,24114;-0,089;1,0886;0,0621;39,5394;318,3895;342,7402;True;True;-0,1339;0,6808;0,3155;352,5309;9,5139;353,1664;-0,2004;-0,9739;0,053;-154,3423;True;False;False;1,0;1,0;0,9166;0,6658;0,0;0,0;0,0;0,0;36
6030;58,32114;-0,0965;1,0891;0,0605;40,3394;317,2027;345,57;True;True;-0,1368;0,7279;0,2739;349,7993;23,9215;24,3371;0,0941;0,5422;-0,2063;-173,9753;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36
6035;58,40115;-0,0965;1,0856;0,0582;44,4163;319,187;347,9859;True;True;-0,1224;0,7167;0,2931;346,9908;33,4799;23,983;0,2465;-0,3013;0,3962;163,7138;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36
6045;58,54115;-0,0896;1,0884;0,0619;42,9662;334,4414;356,8277;True;True;-0,058;0,7618;0,3028;340,1097;27,9577;11,4741;0,9997;0,7511;-0,166;170,7884;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36
6050;58,62115;-0,0807;1,0883;0,0609;43,8298;345,4058;2,3029;True;True;-0,0073;0,8269;0,2703;338,9496;22,7249;358,8872;0,4154;0,5697;-0,2864;-174,9756;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36
6060;58,76115;-0,053;1,0829;0,0542;43,3948;17,773;21,3883;True;True;0,121;0,8109;0,2524;352,4622;36,1482;328,2192;0,5488;-0,2537;0,2242;-151,8107;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36
6070;58,90116;-0,0457;1,0861;0,0498;42,1019;21,5435;22,2263;True;True;0,2183;0,722;0,2555;345,4128;40,9983;3,6404;-0,1077;-0,0644;-0,2779;-149,4040;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36
6080;59,04116;-0,0466;1,0875;0,0513;42,1903;17,8295;20,5119;True;True;0,2098;0,7087;0,2516;339,4112;36,6211;13,0327;-0,0566;-0,0753;0,185;-157,6583;False;False;False;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36
